domain_key|pattern_key|score_shape|rank_1_signal_key|rank_2_signal_key|rank_3_signal_key|rank_4_signal_key|orientation_title|orientation_summary|score_shape_summary|rank_1_phrase|rank_2_phrase|rank_3_phrase|rank_4_phrase|status|lookup_key
flow-state|physical_rhythm_deep_focus_social_exchange_creative_movement|concentrated|physical_rhythm|deep_focus|social_exchange|creative_movement|Physical rhythm first|Start by looking at Physical rhythm. Bring in a way to pause, concentrate, and make the work more substantial when the work needs more range.|One signal is doing most of the work here. Physical rhythm is the clearest starting point for this result.|Your main route is movement, pace, and a change of physical state.|What gives it depth: focused time with one demanding problem.|What helps you test it: conversation, feedback, and shared thinking.|What to use deliberately: ideas, expression, and new angles before the work becomes too fixed.|draft|flow-state::physical_rhythm_deep_focus_social_exchange_creative_movement::concentrated
flow-state|physical_rhythm_deep_focus_social_exchange_creative_movement|paired|physical_rhythm|deep_focus|social_exchange|creative_movement|Physical rhythm first|Start by looking at Physical rhythm. Bring in a way to pause, concentrate, and make the work more substantial when the work needs more range.|Your first two signals are close enough to read together. Flow is likely to come from how Physical rhythm and Deep focus work as a pair.|Your main route is movement, pace, and a change of physical state.|What gives it depth: focused time with one demanding problem.|What helps you test it: conversation, feedback, and shared thinking.|What to use deliberately: ideas, expression, and new angles before the work becomes too fixed.|draft|flow-state::physical_rhythm_deep_focus_social_exchange_creative_movement::paired
flow-state|physical_rhythm_deep_focus_social_exchange_creative_movement|graduated|physical_rhythm|deep_focus|social_exchange|creative_movement|Physical rhythm first|Start by looking at Physical rhythm. Bring in a way to pause, concentrate, and make the work more substantial when the work needs more range.|Each signal steps down clearly from the one before it. The full order matters.|Your main route is movement, pace, and a change of physical state.|What gives it depth: focused time with one demanding problem.|What helps you test it: conversation, feedback, and shared thinking.|What to use deliberately: ideas, expression, and new angles before the work becomes too fixed.|draft|flow-state::physical_rhythm_deep_focus_social_exchange_creative_movement::graduated
flow-state|physical_rhythm_deep_focus_social_exchange_creative_movement|balanced|physical_rhythm|deep_focus|social_exchange|creative_movement|Physical rhythm first|Start by looking at Physical rhythm. Bring in a way to pause, concentrate, and make the work more substantial when the work needs more range.|Your scores are close together. Treat the ranking lightly and read this as a flexible flow profile.|Your main route is movement, pace, and a change of physical state.|What gives it depth: focused time with one demanding problem.|What helps you test it: conversation, feedback, and shared thinking.|What to use deliberately: ideas, expression, and new angles before the work becomes too fixed.|draft|flow-state::physical_rhythm_deep_focus_social_exchange_creative_movement::balanced
flow-state|physical_rhythm_creative_movement_deep_focus_social_exchange|concentrated|physical_rhythm|creative_movement|deep_focus|social_exchange|Physical rhythm first|Start by looking at Physical rhythm. Bring in ideas, expression, and new angles when the work needs more range.|One signal is doing most of the work here. Physical rhythm is the clearest starting point for this result.|Your main route is movement, pace, and a change of physical state.|What adds energy: ideas, expression, and new angles.|What gives it depth: focused time with one demanding problem.|What to use deliberately: conversation and feedback before the work becomes too private.|draft|flow-state::physical_rhythm_creative_movement_deep_focus_social_exchange::concentrated
flow-state|physical_rhythm_creative_movement_deep_focus_social_exchange|paired|physical_rhythm|creative_movement|deep_focus|social_exchange|Physical rhythm first|Start by looking at Physical rhythm. Bring in ideas, expression, and new angles when the work needs more range.|Your first two signals are close enough to read together. Flow is likely to come from how Physical rhythm and Creative movement work as a pair.|Your main route is movement, pace, and a change of physical state.|What adds energy: ideas, expression, and new angles.|What gives it depth: focused time with one demanding problem.|What to use deliberately: conversation and feedback before the work becomes too private.|draft|flow-state::physical_rhythm_creative_movement_deep_focus_social_exchange::paired
flow-state|physical_rhythm_creative_movement_deep_focus_social_exchange|graduated|physical_rhythm|creative_movement|deep_focus|social_exchange|Physical rhythm first|Start by looking at Physical rhythm. Bring in ideas, expression, and new angles when the work needs more range.|Each signal steps down clearly from the one before it. The full order matters.|Your main route is movement, pace, and a change of physical state.|What adds energy: ideas, expression, and new angles.|What gives it depth: focused time with one demanding problem.|What to use deliberately: conversation and feedback before the work becomes too private.|draft|flow-state::physical_rhythm_creative_movement_deep_focus_social_exchange::graduated
flow-state|physical_rhythm_creative_movement_deep_focus_social_exchange|balanced|physical_rhythm|creative_movement|deep_focus|social_exchange|Physical rhythm first|Start by looking at Physical rhythm. Bring in ideas, expression, and new angles when the work needs more range.|Your scores are close together. Treat the ranking lightly and read this as a flexible flow profile.|Your main route is movement, pace, and a change of physical state.|What adds energy: ideas, expression, and new angles.|What gives it depth: focused time with one demanding problem.|What to use deliberately: conversation and feedback before the work becomes too private.|draft|flow-state::physical_rhythm_creative_movement_deep_focus_social_exchange::balanced
flow-state|physical_rhythm_creative_movement_social_exchange_deep_focus|concentrated|physical_rhythm|creative_movement|social_exchange|deep_focus|Physical rhythm first|Start by looking at Physical rhythm. Bring in ideas, expression, and new angles when the work needs more range.|One signal is doing most of the work here. Physical rhythm is the clearest starting point for this result.|Your main route is movement, pace, and a change of physical state.|What adds energy: ideas, expression, and new angles.|What helps you test it: conversation, feedback, and shared thinking.|What to use deliberately: focused time to finish and refine the work.|draft|flow-state::physical_rhythm_creative_movement_social_exchange_deep_focus::concentrated
flow-state|physical_rhythm_creative_movement_social_exchange_deep_focus|paired|physical_rhythm|creative_movement|social_exchange|deep_focus|Physical rhythm first|Start by looking at Physical rhythm. Bring in ideas, expression, and new angles when the work needs more range.|Your first two signals are close enough to read together. Flow is likely to come from how Physical rhythm and Creative movement work as a pair.|Your main route is movement, pace, and a change of physical state.|What adds energy: ideas, expression, and new angles.|What helps you test it: conversation, feedback, and shared thinking.|What to use deliberately: focused time to finish and refine the work.|draft|flow-state::physical_rhythm_creative_movement_social_exchange_deep_focus::paired
flow-state|physical_rhythm_creative_movement_social_exchange_deep_focus|graduated|physical_rhythm|creative_movement|social_exchange|deep_focus|Physical rhythm first|Start by looking at Physical rhythm. Bring in ideas, expression, and new angles when the work needs more range.|Each signal steps down clearly from the one before it. The full order matters.|Your main route is movement, pace, and a change of physical state.|What adds energy: ideas, expression, and new angles.|What helps you test it: conversation, feedback, and shared thinking.|What to use deliberately: focused time to finish and refine the work.|draft|flow-state::physical_rhythm_creative_movement_social_exchange_deep_focus::graduated
flow-state|physical_rhythm_creative_movement_social_exchange_deep_focus|balanced|physical_rhythm|creative_movement|social_exchange|deep_focus|Physical rhythm first|Start by looking at Physical rhythm. Bring in ideas, expression, and new angles when the work needs more range.|Your scores are close together. Treat the ranking lightly and read this as a flexible flow profile.|Your main route is movement, pace, and a change of physical state.|What adds energy: ideas, expression, and new angles.|What helps you test it: conversation, feedback, and shared thinking.|What to use deliberately: focused time to finish and refine the work.|draft|flow-state::physical_rhythm_creative_movement_social_exchange_deep_focus::balanced
flow-state|physical_rhythm_social_exchange_deep_focus_creative_movement|concentrated|physical_rhythm|social_exchange|deep_focus|creative_movement|Physical rhythm first|Start by looking at Physical rhythm. Bring in conversation, feedback, and shared thinking when the work needs more range.|One signal is doing most of the work here. Physical rhythm is the clearest starting point for this result.|Your main route is movement, pace, and a change of physical state.|What helps you test it: conversation, feedback, and shared thinking.|What gives it depth: focused time with one demanding problem.|What to use deliberately: ideas, expression, and new angles before the work becomes too fixed.|draft|flow-state::physical_rhythm_social_exchange_deep_focus_creative_movement::concentrated
flow-state|physical_rhythm_social_exchange_deep_focus_creative_movement|paired|physical_rhythm|social_exchange|deep_focus|creative_movement|Physical rhythm first|Start by looking at Physical rhythm. Bring in conversation, feedback, and shared thinking when the work needs more range.|Your first two signals are close enough to read together. Flow is likely to come from how Physical rhythm and Social exchange work as a pair.|Your main route is movement, pace, and a change of physical state.|What helps you test it: conversation, feedback, and shared thinking.|What gives it depth: focused time with one demanding problem.|What to use deliberately: ideas, expression, and new angles before the work becomes too fixed.|draft|flow-state::physical_rhythm_social_exchange_deep_focus_creative_movement::paired
flow-state|physical_rhythm_social_exchange_deep_focus_creative_movement|graduated|physical_rhythm|social_exchange|deep_focus|creative_movement|Physical rhythm first|Start by looking at Physical rhythm. Bring in conversation, feedback, and shared thinking when the work needs more range.|Each signal steps down clearly from the one before it. The full order matters.|Your main route is movement, pace, and a change of physical state.|What helps you test it: conversation, feedback, and shared thinking.|What gives it depth: focused time with one demanding problem.|What to use deliberately: ideas, expression, and new angles before the work becomes too fixed.|draft|flow-state::physical_rhythm_social_exchange_deep_focus_creative_movement::graduated
flow-state|physical_rhythm_social_exchange_deep_focus_creative_movement|balanced|physical_rhythm|social_exchange|deep_focus|creative_movement|Physical rhythm first|Start by looking at Physical rhythm. Bring in conversation, feedback, and shared thinking when the work needs more range.|Your scores are close together. Treat the ranking lightly and read this as a flexible flow profile.|Your main route is movement, pace, and a change of physical state.|What helps you test it: conversation, feedback, and shared thinking.|What gives it depth: focused time with one demanding problem.|What to use deliberately: ideas, expression, and new angles before the work becomes too fixed.|draft|flow-state::physical_rhythm_social_exchange_deep_focus_creative_movement::balanced
flow-state|physical_rhythm_social_exchange_creative_movement_deep_focus|concentrated|physical_rhythm|social_exchange|creative_movement|deep_focus|Physical rhythm first|Start by looking at Physical rhythm. Bring in conversation, feedback, and shared thinking when the work needs more range.|One signal is doing most of the work here. Physical rhythm is the clearest starting point for this result.|Your main route is movement, pace, and a change of physical state.|What helps you test it: conversation, feedback, and shared thinking.|What adds energy: ideas, expression, and new angles.|What to use deliberately: focused time to finish and refine the work.|draft|flow-state::physical_rhythm_social_exchange_creative_movement_deep_focus::concentrated
flow-state|physical_rhythm_social_exchange_creative_movement_deep_focus|paired|physical_rhythm|social_exchange|creative_movement|deep_focus|Physical rhythm first|Start by looking at Physical rhythm. Bring in conversation, feedback, and shared thinking when the work needs more range.|Your first two signals are close enough to read together. Flow is likely to come from how Physical rhythm and Social exchange work as a pair.|Your main route is movement, pace, and a change of physical state.|What helps you test it: conversation, feedback, and shared thinking.|What adds energy: ideas, expression, and new angles.|What to use deliberately: focused time to finish and refine the work.|draft|flow-state::physical_rhythm_social_exchange_creative_movement_deep_focus::paired
flow-state|physical_rhythm_social_exchange_creative_movement_deep_focus|graduated|physical_rhythm|social_exchange|creative_movement|deep_focus|Physical rhythm first|Start by looking at Physical rhythm. Bring in conversation, feedback, and shared thinking when the work needs more range.|Each signal steps down clearly from the one before it. The full order matters.|Your main route is movement, pace, and a change of physical state.|What helps you test it: conversation, feedback, and shared thinking.|What adds energy: ideas, expression, and new angles.|What to use deliberately: focused time to finish and refine the work.|draft|flow-state::physical_rhythm_social_exchange_creative_movement_deep_focus::graduated
flow-state|physical_rhythm_social_exchange_creative_movement_deep_focus|balanced|physical_rhythm|social_exchange|creative_movement|deep_focus|Physical rhythm first|Start by looking at Physical rhythm. Bring in conversation, feedback, and shared thinking when the work needs more range.|Your scores are close together. Treat the ranking lightly and read this as a flexible flow profile.|Your main route is movement, pace, and a change of physical state.|What helps you test it: conversation, feedback, and shared thinking.|What adds energy: ideas, expression, and new angles.|What to use deliberately: focused time to finish and refine the work.|draft|flow-state::physical_rhythm_social_exchange_creative_movement_deep_focus::balanced
flow-state|social_exchange_deep_focus_creative_movement_physical_rhythm|concentrated|social_exchange|deep_focus|creative_movement|physical_rhythm|Social exchange first|Start by looking at Social exchange. Bring in a way to pause, concentrate, and make the work more substantial when the work needs more range.|One signal is doing most of the work here. Social exchange is the clearest starting point for this result.|Your main route is conversation, feedback, and shared thinking.|What gives it depth: focused time with one demanding problem.|What adds energy: ideas, expression, and new angles.|What to use deliberately: movement, pace, and physical reset.|draft|flow-state::social_exchange_deep_focus_creative_movement_physical_rhythm::concentrated
flow-state|social_exchange_deep_focus_creative_movement_physical_rhythm|paired|social_exchange|deep_focus|creative_movement|physical_rhythm|Social exchange first|Start by looking at Social exchange. Bring in a way to pause, concentrate, and make the work more substantial when the work needs more range.|Your first two signals are close enough to read together. Flow is likely to come from how Social exchange and Deep focus work as a pair.|Your main route is conversation, feedback, and shared thinking.|What gives it depth: focused time with one demanding problem.|What adds energy: ideas, expression, and new angles.|What to use deliberately: movement, pace, and physical reset.|draft|flow-state::social_exchange_deep_focus_creative_movement_physical_rhythm::paired
flow-state|social_exchange_deep_focus_creative_movement_physical_rhythm|graduated|social_exchange|deep_focus|creative_movement|physical_rhythm|Social exchange first|Start by looking at Social exchange. Bring in a way to pause, concentrate, and make the work more substantial when the work needs more range.|Each signal steps down clearly from the one before it. The full order matters.|Your main route is conversation, feedback, and shared thinking.|What gives it depth: focused time with one demanding problem.|What adds energy: ideas, expression, and new angles.|What to use deliberately: movement, pace, and physical reset.|draft|flow-state::social_exchange_deep_focus_creative_movement_physical_rhythm::graduated
flow-state|social_exchange_deep_focus_creative_movement_physical_rhythm|balanced|social_exchange|deep_focus|creative_movement|physical_rhythm|Social exchange first|Start by looking at Social exchange. Bring in a way to pause, concentrate, and make the work more substantial when the work needs more range.|Your scores are close together. Treat the ranking lightly and read this as a flexible flow profile.|Your main route is conversation, feedback, and shared thinking.|What gives it depth: focused time with one demanding problem.|What adds energy: ideas, expression, and new angles.|What to use deliberately: movement, pace, and physical reset.|draft|flow-state::social_exchange_deep_focus_creative_movement_physical_rhythm::balanced
flow-state|social_exchange_deep_focus_physical_rhythm_creative_movement|concentrated|social_exchange|deep_focus|physical_rhythm|creative_movement|Social exchange first|Start by looking at Social exchange. Bring in a way to pause, concentrate, and make the work more substantial when the work needs more range.|One signal is doing most of the work here. Social exchange is the clearest starting point for this result.|Your main route is conversation, feedback, and shared thinking.|What gives it depth: focused time with one demanding problem.|What helps you reset: movement, pace, and a change of physical state.|What to use deliberately: ideas, expression, and new angles before the work becomes too fixed.|draft|flow-state::social_exchange_deep_focus_physical_rhythm_creative_movement::concentrated
flow-state|social_exchange_deep_focus_physical_rhythm_creative_movement|paired|social_exchange|deep_focus|physical_rhythm|creative_movement|Social exchange first|Start by looking at Social exchange. Bring in a way to pause, concentrate, and make the work more substantial when the work needs more range.|Your first two signals are close enough to read together. Flow is likely to come from how Social exchange and Deep focus work as a pair.|Your main route is conversation, feedback, and shared thinking.|What gives it depth: focused time with one demanding problem.|What helps you reset: movement, pace, and a change of physical state.|What to use deliberately: ideas, expression, and new angles before the work becomes too fixed.|draft|flow-state::social_exchange_deep_focus_physical_rhythm_creative_movement::paired
flow-state|social_exchange_deep_focus_physical_rhythm_creative_movement|graduated|social_exchange|deep_focus|physical_rhythm|creative_movement|Social exchange first|Start by looking at Social exchange. Bring in a way to pause, concentrate, and make the work more substantial when the work needs more range.|Each signal steps down clearly from the one before it. The full order matters.|Your main route is conversation, feedback, and shared thinking.|What gives it depth: focused time with one demanding problem.|What helps you reset: movement, pace, and a change of physical state.|What to use deliberately: ideas, expression, and new angles before the work becomes too fixed.|draft|flow-state::social_exchange_deep_focus_physical_rhythm_creative_movement::graduated
flow-state|social_exchange_deep_focus_physical_rhythm_creative_movement|balanced|social_exchange|deep_focus|physical_rhythm|creative_movement|Social exchange first|Start by looking at Social exchange. Bring in a way to pause, concentrate, and make the work more substantial when the work needs more range.|Your scores are close together. Treat the ranking lightly and read this as a flexible flow profile.|Your main route is conversation, feedback, and shared thinking.|What gives it depth: focused time with one demanding problem.|What helps you reset: movement, pace, and a change of physical state.|What to use deliberately: ideas, expression, and new angles before the work becomes too fixed.|draft|flow-state::social_exchange_deep_focus_physical_rhythm_creative_movement::balanced
flow-state|social_exchange_creative_movement_deep_focus_physical_rhythm|concentrated|social_exchange|creative_movement|deep_focus|physical_rhythm|Social exchange first|Start by looking at Social exchange. Bring in ideas, expression, and new angles when the work needs more range.|One signal is doing most of the work here. Social exchange is the clearest starting point for this result.|Your main route is conversation, feedback, and shared thinking.|What adds energy: ideas, expression, and new angles.|What gives it depth: focused time with one demanding problem.|What to use deliberately: movement, pace, and physical reset.|draft|flow-state::social_exchange_creative_movement_deep_focus_physical_rhythm::concentrated
flow-state|social_exchange_creative_movement_deep_focus_physical_rhythm|paired|social_exchange|creative_movement|deep_focus|physical_rhythm|Social exchange first|Start by looking at Social exchange. Bring in ideas, expression, and new angles when the work needs more range.|Your first two signals are close enough to read together. Flow is likely to come from how Social exchange and Creative movement work as a pair.|Your main route is conversation, feedback, and shared thinking.|What adds energy: ideas, expression, and new angles.|What gives it depth: focused time with one demanding problem.|What to use deliberately: movement, pace, and physical reset.|draft|flow-state::social_exchange_creative_movement_deep_focus_physical_rhythm::paired
flow-state|social_exchange_creative_movement_deep_focus_physical_rhythm|graduated|social_exchange|creative_movement|deep_focus|physical_rhythm|Social exchange first|Start by looking at Social exchange. Bring in ideas, expression, and new angles when the work needs more range.|Each signal steps down clearly from the one before it. The full order matters.|Your main route is conversation, feedback, and shared thinking.|What adds energy: ideas, expression, and new angles.|What gives it depth: focused time with one demanding problem.|What to use deliberately: movement, pace, and physical reset.|draft|flow-state::social_exchange_creative_movement_deep_focus_physical_rhythm::graduated
flow-state|social_exchange_creative_movement_deep_focus_physical_rhythm|balanced|social_exchange|creative_movement|deep_focus|physical_rhythm|Social exchange first|Start by looking at Social exchange. Bring in ideas, expression, and new angles when the work needs more range.|Your scores are close together. Treat the ranking lightly and read this as a flexible flow profile.|Your main route is conversation, feedback, and shared thinking.|What adds energy: ideas, expression, and new angles.|What gives it depth: focused time with one demanding problem.|What to use deliberately: movement, pace, and physical reset.|draft|flow-state::social_exchange_creative_movement_deep_focus_physical_rhythm::balanced
flow-state|social_exchange_creative_movement_physical_rhythm_deep_focus|concentrated|social_exchange|creative_movement|physical_rhythm|deep_focus|Social exchange first|Start by looking at Social exchange. Bring in ideas, expression, and new angles when the work needs more range.|One signal is doing most of the work here. Social exchange is the clearest starting point for this result.|Your main route is conversation, feedback, and shared thinking.|What adds energy: ideas, expression, and new angles.|What helps you reset: movement, pace, and a change of physical state.|What to use deliberately: focused time to finish and refine the work.|draft|flow-state::social_exchange_creative_movement_physical_rhythm_deep_focus::concentrated
flow-state|social_exchange_creative_movement_physical_rhythm_deep_focus|paired|social_exchange|creative_movement|physical_rhythm|deep_focus|Social exchange first|Start by looking at Social exchange. Bring in ideas, expression, and new angles when the work needs more range.|Your first two signals are close enough to read together. Flow is likely to come from how Social exchange and Creative movement work as a pair.|Your main route is conversation, feedback, and shared thinking.|What adds energy: ideas, expression, and new angles.|What helps you reset: movement, pace, and a change of physical state.|What to use deliberately: focused time to finish and refine the work.|draft|flow-state::social_exchange_creative_movement_physical_rhythm_deep_focus::paired
flow-state|social_exchange_creative_movement_physical_rhythm_deep_focus|graduated|social_exchange|creative_movement|physical_rhythm|deep_focus|Social exchange first|Start by looking at Social exchange. Bring in ideas, expression, and new angles when the work needs more range.|Each signal steps down clearly from the one before it. The full order matters.|Your main route is conversation, feedback, and shared thinking.|What adds energy: ideas, expression, and new angles.|What helps you reset: movement, pace, and a change of physical state.|What to use deliberately: focused time to finish and refine the work.|draft|flow-state::social_exchange_creative_movement_physical_rhythm_deep_focus::graduated
flow-state|social_exchange_creative_movement_physical_rhythm_deep_focus|balanced|social_exchange|creative_movement|physical_rhythm|deep_focus|Social exchange first|Start by looking at Social exchange. Bring in ideas, expression, and new angles when the work needs more range.|Your scores are close together. Treat the ranking lightly and read this as a flexible flow profile.|Your main route is conversation, feedback, and shared thinking.|What adds energy: ideas, expression, and new angles.|What helps you reset: movement, pace, and a change of physical state.|What to use deliberately: focused time to finish and refine the work.|draft|flow-state::social_exchange_creative_movement_physical_rhythm_deep_focus::balanced
flow-state|social_exchange_physical_rhythm_deep_focus_creative_movement|concentrated|social_exchange|physical_rhythm|deep_focus|creative_movement|Social exchange first|Start by looking at Social exchange. Bring in movement, pace, and a change of physical state when the work needs more range.|One signal is doing most of the work here. Social exchange is the clearest starting point for this result.|Your main route is conversation, feedback, and shared thinking.|What gives it momentum: movement, pace, and a change of physical state.|What gives it depth: focused time with one demanding problem.|What to use deliberately: ideas, expression, and new angles before the work becomes too fixed.|draft|flow-state::social_exchange_physical_rhythm_deep_focus_creative_movement::concentrated
flow-state|social_exchange_physical_rhythm_deep_focus_creative_movement|paired|social_exchange|physical_rhythm|deep_focus|creative_movement|Social exchange first|Start by looking at Social exchange. Bring in movement, pace, and a change of physical state when the work needs more range.|Your first two signals are close enough to read together. Flow is likely to come from how Social exchange and Physical rhythm work as a pair.|Your main route is conversation, feedback, and shared thinking.|What gives it momentum: movement, pace, and a change of physical state.|What gives it depth: focused time with one demanding problem.|What to use deliberately: ideas, expression, and new angles before the work becomes too fixed.|draft|flow-state::social_exchange_physical_rhythm_deep_focus_creative_movement::paired
flow-state|social_exchange_physical_rhythm_deep_focus_creative_movement|graduated|social_exchange|physical_rhythm|deep_focus|creative_movement|Social exchange first|Start by looking at Social exchange. Bring in movement, pace, and a change of physical state when the work needs more range.|Each signal steps down clearly from the one before it. The full order matters.|Your main route is conversation, feedback, and shared thinking.|What gives it momentum: movement, pace, and a change of physical state.|What gives it depth: focused time with one demanding problem.|What to use deliberately: ideas, expression, and new angles before the work becomes too fixed.|draft|flow-state::social_exchange_physical_rhythm_deep_focus_creative_movement::graduated
flow-state|social_exchange_physical_rhythm_deep_focus_creative_movement|balanced|social_exchange|physical_rhythm|deep_focus|creative_movement|Social exchange first|Start by looking at Social exchange. Bring in movement, pace, and a change of physical state when the work needs more range.|Your scores are close together. Treat the ranking lightly and read this as a flexible flow profile.|Your main route is conversation, feedback, and shared thinking.|What gives it momentum: movement, pace, and a change of physical state.|What gives it depth: focused time with one demanding problem.|What to use deliberately: ideas, expression, and new angles before the work becomes too fixed.|draft|flow-state::social_exchange_physical_rhythm_deep_focus_creative_movement::balanced
flow-state|social_exchange_physical_rhythm_creative_movement_deep_focus|concentrated|social_exchange|physical_rhythm|creative_movement|deep_focus|Social exchange first|Start by looking at Social exchange. Bring in movement, pace, and a change of physical state when the work needs more range.|One signal is doing most of the work here. Social exchange is the clearest starting point for this result.|Your main route is conversation, feedback, and shared thinking.|What gives it momentum: movement, pace, and a change of physical state.|What adds energy: ideas, expression, and new angles.|What to use deliberately: focused time to finish and refine the work.|draft|flow-state::social_exchange_physical_rhythm_creative_movement_deep_focus::concentrated
flow-state|social_exchange_physical_rhythm_creative_movement_deep_focus|paired|social_exchange|physical_rhythm|creative_movement|deep_focus|Social exchange first|Start by looking at Social exchange. Bring in movement, pace, and a change of physical state when the work needs more range.|Your first two signals are close enough to read together. Flow is likely to come from how Social exchange and Physical rhythm work as a pair.|Your main route is conversation, feedback, and shared thinking.|What gives it momentum: movement, pace, and a change of physical state.|What adds energy: ideas, expression, and new angles.|What to use deliberately: focused time to finish and refine the work.|draft|flow-state::social_exchange_physical_rhythm_creative_movement_deep_focus::paired
flow-state|social_exchange_physical_rhythm_creative_movement_deep_focus|graduated|social_exchange|physical_rhythm|creative_movement|deep_focus|Social exchange first|Start by looking at Social exchange. Bring in movement, pace, and a change of physical state when the work needs more range.|Each signal steps down clearly from the one before it. The full order matters.|Your main route is conversation, feedback, and shared thinking.|What gives it momentum: movement, pace, and a change of physical state.|What adds energy: ideas, expression, and new angles.|What to use deliberately: focused time to finish and refine the work.|draft|flow-state::social_exchange_physical_rhythm_creative_movement_deep_focus::graduated
flow-state|social_exchange_physical_rhythm_creative_movement_deep_focus|balanced|social_exchange|physical_rhythm|creative_movement|deep_focus|Social exchange first|Start by looking at Social exchange. Bring in movement, pace, and a change of physical state when the work needs more range.|Your scores are close together. Treat the ranking lightly and read this as a flexible flow profile.|Your main route is conversation, feedback, and shared thinking.|What gives it momentum: movement, pace, and a change of physical state.|What adds energy: ideas, expression, and new angles.|What to use deliberately: focused time to finish and refine the work.|draft|flow-state::social_exchange_physical_rhythm_creative_movement_deep_focus::balanced
